competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Center Back,6359,Johan Djourou,26,26,24,2409,0,1,7,2,8,3,2,1.14,0,1,1123,933,371,3,78,811,3666.3,62,1,2,1,75,8,20,6,50,119,83,226,9,42,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Left Center Back,26791,Emir Spahić,26,26,24,2376,0,1,7,1,10,1,0,0.86,0,2,1290,999,430,5,36,832,5614.45,94,1,9,8,109,7,43,10,60,180,108,282,8,32,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Left Back,8547,Matthias Ostrzolek,32,32,31,2991,0,1,5,0,12,0,0,0.32,2,22,1634,1183,463,54,34,1128,7110.07,138,16,41,22,119,13,58,20,91,76,171,431,28,26,61,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Defensive Midfield,5624,Albin Ekdal,14,14,9,1184,0,5,4,0,6,0,0,0.17,0,5,591,460,127,1,7,432,2611.86,47,1,9,4,52,5,20,11,24,32,69,230,9,31,39,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Defensive Midfield,8323,Gideon Jung,18,13,10,1250,5,3,4,0,9,2,0,0.4,0,3,455,350,92,0,16,356,1440.93,12,1,16,9,60,3,9,4,27,28,76,295,19,27,26,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Defensive Midfield,9407,Gojko Kačar,19,12,7,1191,7,5,3,0,8,4,1,0.66,0,1,529,412,109,1,15,355,1935.56,36,6,5,4,91,12,15,6,30,30,54,300,7,27,14,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Left Defensive Midfield,8891,Lewis Holtby,34,34,23,3008,0,11,4,0,32,10,3,2.63,2,37,1795,1382,432,33,92,1324,7059.44,113,18,71,40,171,26,31,15,88,50,229,951,50,83,72,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Left Defensive Midfield,27341,Marcelo Díaz,11,4,2,512,7,2,1,0,9,3,0,0.25,0,6,377,319,86,2,13,265,1110.48,12,0,3,1,15,2,4,0,6,6,35,103,1,8,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Wing,8309,Michael Gregoritsch,25,15,8,1523,10,7,6,0,53,18,5,4.71,0,18,595,372,126,10,5,430,2415.73,44,20,21,9,112,7,12,5,34,17,63,282,25,29,27,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Wing,24205,Nabil Bahoui,6,2,0,232,4,2,1,0,3,1,0,0.15,0,3,56,31,11,2,3,56,376.37,6,2,4,4,9,2,0,0,6,2,6,65,13,9,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Wing,8302,Nicolai Müller,29,27,10,2228,2,17,6,0,37,18,9,5.42,5,20,686,463,119,27,5,677,4290.41,104,42,64,32,132,22,13,10,72,18,120,647,58,62,38,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Wing,13370,Zoltán Stieber,1,0,0,12,1,0,0,0,0,0,0,0.0,0,0,2,2,1,0,0,2,33.26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Hamburger SV', 'Wolfsburg']",Center Attacking Midfield,8308,Aaron Hunt,23,20,12,1813,3,8,2,0,24,11,1,1.91,2,35,870,625,135,30,40,684,4417.33,74,22,37,25,79,11,7,4,42,9,108,359,27,32,47,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Left Wing,48718,Ahmet Arslan,1,0,0,8,1,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Left Wing,24740,Ivo Iličević,31,24,12,2241,7,12,3,0,43,15,4,4.37,2,26,839,602,108,44,30,813,6235.69,120,40,69,44,115,20,19,9,48,14,127,519,43,44,47,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Right Center Forward,19289,Ivica Olić,9,0,0,206,9,0,0,0,5,1,0,0.32,0,1,54,32,5,5,0,32,200.45,4,3,1,1,11,0,0,0,4,2,6,59,0,7,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Borussia Mönchengladbach', 'Hamburger SV']",Left Center Forward,5835,Josip Drmic,19,9,4,927,10,5,2,0,15,5,2,2.2,0,5,279,188,39,8,7,226,1300.62,28,24,22,8,61,3,9,4,16,8,35,157,16,18,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Center Forward,40473,Artoms Rudņevs,11,6,2,636,5,4,1,0,15,9,2,2.03,1,4,163,100,22,7,4,124,765.6,22,11,10,3,71,1,1,0,10,9,17,129,14,13,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Center Forward,400873,Mustafa Batuhan Altıntaş,1,0,0,31,1,0,1,0,1,0,0,0.15,0,0,6,4,1,0,0,6,21.62,0,1,0,0,0,0,0,0,0,0,4,15,1,3,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Center Forward,8895,Pierre-Michel Lasogga,30,21,9,1851,9,12,5,0,52,15,8,7.76,2,16,491,336,59,13,10,412,2042.51,37,27,28,15,130,2,4,3,19,31,57,462,33,56,34,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hamburger SV'],Center Forward,8321,Sven Schipplock,20,9,3,995,11,6,3,0,12,4,0,1.18,4,10,257,171,35,8,5,204,1096.47,31,20,16,5,79,3,6,5,23,14,36,316,17,36,24,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Goalkeeper,8947,Ron-Robert Zieler,34,34,34,3196,0,0,3,0,0,0,0,0.0,0,0,1227,841,865,0,37,610,3802.53,76,0,0,0,0,0,0,0,0,0,187,9,0,0,5,0,62,298,145,0,5
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Back,131141,Fynn Arkenberg,2,2,2,184,0,0,0,0,1,0,0,0.03,0,0,59,36,22,2,1,40,354.91,13,2,3,2,10,3,1,1,8,6,11,50,4,3,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Back,3530,Hiroki Sakai,26,25,25,2402,1,0,1,0,11,3,1,0.69,0,11,1300,935,384,40,13,690,4100.47,101,13,19,11,128,15,44,8,62,98,107,385,25,27,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Center Back,23341,Alexander Milosevic,10,10,8,852,0,2,1,0,6,2,0,0.35,0,0,340,277,87,0,6,175,713.99,11,0,0,0,41,2,18,3,20,44,25,93,0,14,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Center Back,3164,Marcelo,19,19,19,1792,0,0,4,0,7,3,1,0.76,0,2,922,742,279,0,44,600,3671.4,75,2,4,3,57,6,26,3,34,131,86,164,3,25,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Center Back,8538,Waldemar Anton,8,6,5,607,2,1,2,0,6,1,1,0.43,0,1,246,187,68,1,2,164,1025.6,17,2,2,2,20,2,11,5,15,39,49,105,6,10,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Center Back,400614,Christian Schulz,25,24,22,2215,1,2,6,0,8,4,2,1.1,0,4,996,821,273,4,17,608,3365.7,65,3,2,2,80,5,43,8,47,156,44,198,3,42,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Back,13126,Miiko Albornoz,23,23,22,2169,0,1,1,0,8,2,0,0.21,1,29,1039,747,336,56,35,620,3572.0,82,7,28,18,103,13,30,7,59,63,114,357,17,26,40,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Back,12316,Oliver Sorg,20,19,15,1648,1,4,4,0,6,0,0,0.2,0,6,747,524,252,16,9,416,2158.83,29,1,15,6,58,7,24,7,30,27,67,235,9,18,25,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Defensive Midfield,30287,Ceyhun Gülselam,13,9,7,866,4,2,8,0,16,4,0,0.44,1,6,423,308,120,4,17,271,1710.38,38,0,12,8,58,5,9,3,26,34,42,229,11,33,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Defensive Midfield,5694,Hotaru Yamaguchi,6,6,3,415,0,3,1,0,3,1,0,0.09,0,1,167,139,28,1,1,95,233.71,2,0,1,0,18,1,8,2,17,10,15,112,2,3,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Defensive Midfield,400613,Leon Andreasen,15,13,7,1129,2,6,4,0,19,7,2,2.15,1,12,389,269,89,12,16,262,1507.07,32,9,6,3,67,4,7,5,19,28,49,218,12,28,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Defensive Midfield,12294,Andre Hoffmann,8,7,4,533,1,3,2,0,4,1,0,0.14,0,1,312,244,69,0,1,193,874.63,10,1,5,3,26,3,8,1,11,20,35,131,4,9,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Defensive Midfield,8543,Manuel Schmiedebach,22,22,13,1859,0,9,4,0,11,4,1,0.64,1,18,1000,733,241,13,11,762,3937.38,57,7,22,16,90,13,37,10,53,19,144,542,24,48,34,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Defensive Midfield,5664,Salif Sané,31,30,29,2879,1,1,8,0,36,8,2,1.79,0,9,1531,1177,420,11,50,1129,6411.0,114,6,46,33,145,17,38,12,81,135,194,486,31,57,63,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Center Midfield,13125,Iver Tobias Rørvik Fossum,9,8,4,735,1,4,0,0,13,4,0,0.83,0,10,323,235,41,7,6,236,1376.96,28,6,13,7,30,0,8,2,24,8,31,263,12,12,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Midfield,8551,Felix Klaus,18,9,0,828,9,9,1,0,19,8,1,0.96,0,5,208,148,22,3,7,213,1458.63,28,17,23,10,47,7,9,4,18,7,36,176,19,14,29,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Midfield,9410,Marius Wolf,2,2,0,142,0,2,1,0,1,0,0,0.03,0,0,16,8,6,1,1,19,96.13,1,1,1,0,7,0,3,2,6,7,1,51,3,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Wing,21311,Noah-Joel Sarenren-Bazee,5,5,1,386,0,4,1,0,18,4,0,1.49,3,3,60,30,7,8,2,95,878.47,28,20,11,10,18,0,0,0,5,0,25,57,16,14,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Wing,24244,Uffe Bech,11,8,3,703,3,5,1,0,9,3,1,1.0,1,8,212,147,24,15,2,197,1175.18,21,12,15,5,42,1,2,1,21,6,31,185,14,15,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Right Wing,49010,Valmir Sulejmani,4,1,0,132,3,1,0,0,2,0,0,0.09,0,0,33,20,5,2,1,42,318.21,6,5,4,2,5,1,1,1,1,0,14,56,4,1,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Attacking Midfield,3016,Allan Saint-Maximin,16,1,0,502,15,1,1,0,6,2,1,0.34,0,4,137,87,16,7,6,189,1424.29,44,11,30,18,15,2,1,0,4,1,36,93,14,4,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Attacking Midfield,8542,Felipe,8,1,1,163,7,0,2,0,0,0,0,0.0,0,0,28,20,12,0,2,22,153.18,4,0,2,1,6,1,4,2,2,10,1,8,0,4,5,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Attacking Midfield,38524,Hiroshi Kiyotake,21,20,13,1828,1,7,0,0,28,8,5,3.04,6,50,996,719,191,48,43,769,4252.93,67,18,59,43,46,5,7,4,20,3,85,171,48,8,39,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Attacking Midfield,15146,Mike Bähre,1,0,0,18,1,0,0,0,0,0,0,0.0,0,0,4,3,0,0,0,2,6.14,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Attacking Midfield,23242,Tim Dierßen,1,0,0,21,1,0,0,0,0,0,0,0.0,0,0,3,1,2,1,0,2,19.49,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Wing,24914,Edgar Prib,20,16,9,1384,4,7,3,0,23,9,0,1.36,2,16,630,425,156,36,24,510,3201.54,70,9,39,16,50,14,11,5,31,25,90,376,30,56,28,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Wing,8541,Kenan Karaman,23,19,15,1816,4,4,1,0,44,18,3,4.21,2,14,505,356,88,16,6,593,3934.69,84,34,51,27,77,8,10,6,40,16,116,343,59,20,39,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Hannover 96', 'Hoffenheim']",Right Center Forward,8407,Ádám Szalai,16,7,6,853,9,1,2,0,20,5,0,2.37,1,8,264,182,33,7,6,234,1382.43,24,20,26,18,52,3,6,3,12,3,29,167,35,22,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Left Center Forward,20359,Hugo Almeida,7,5,5,557,2,0,1,0,14,3,1,0.91,0,6,210,113,32,11,7,91,366.32,3,12,4,3,31,0,0,0,2,8,14,45,4,4,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Forward,11845,Artur Sobiech,25,19,11,1707,6,8,3,0,30,13,7,4.32,0,20,415,297,35,6,3,305,1332.12,20,35,10,7,131,2,0,0,24,8,50,362,31,43,26,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Forward,8558,Charlison Benschop,9,2,0,368,7,2,0,0,7,5,1,0.63,0,1,74,52,3,2,1,60,312.16,7,2,0,0,11,0,1,0,4,2,10,81,8,7,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hannover 96'],Center Forward,20027,Mevlüt Erdinç,11,3,0,415,8,3,0,0,7,2,0,1.32,1,3,49,40,1,1,1,56,420.14,12,7,10,3,18,0,0,0,5,6,7,34,8,6,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Goalkeeper,8577,Rune Jarstein,29,28,28,2685,1,0,2,0,0,0,0,0.0,0,0,1399,878,1050,0,28,861,4609.38,65,0,1,1,0,0,0,0,0,0,131,4,0,0,4,0,35,240,88,0,12
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Goalkeeper,17313,Thomas Kraft,6,6,5,522,0,1,0,0,0,0,0,0.0,0,0,247,150,188,0,5,126,773.39,9,0,0,0,1,0,0,0,1,0,33,2,1,0,3,0,7,45,15,0,2
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Back,8576,Mitchell Weiser,29,27,23,2543,2,4,7,0,16,3,2,1.38,4,17,1228,888,242,48,22,1007,6183.24,145,38,97,52,129,17,30,13,54,38,156,556,59,32,69,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Back,9722,Peter Pekarík,12,12,11,1115,0,1,1,0,3,1,0,0.1,1,5,611,475,135,27,13,371,2233.73,47,6,20,8,37,7,13,5,28,33,49,176,9,13,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Center Back,8570,Niklas Stark,21,15,13,1493,6,1,3,1,14,4,2,1.3,0,1,794,688,174,0,37,577,3783.06,78,2,7,5,55,3,17,4,28,74,57,202,4,26,30,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Center Back,8580,Sebastian Langkamp,22,22,20,1967,0,2,8,0,2,1,0,0.67,1,2,1190,1024,344,0,42,855,4760.87,86,1,4,3,74,8,17,3,36,139,47,203,2,17,31,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Center Back,8965,Fabian Lustenberger,30,30,22,2632,0,8,5,0,10,4,1,0.79,0,8,1389,1221,288,0,56,930,3235.73,31,3,5,4,105,11,27,13,56,127,99,443,5,32,51,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Center Back,12327,John Brooks,22,20,20,1903,2,0,3,0,9,3,1,0.84,1,1,1211,1039,355,0,84,902,5652.86,103,1,8,3,57,6,20,5,29,118,64,168,4,22,21,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Back,5569,Marvin Plattenhardt,33,33,33,3110,0,0,5,0,14,3,2,0.6,4,29,1774,1359,469,96,52,1077,5850.78,128,4,31,12,78,10,31,14,52,76,137,321,23,40,41,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Back,12407,Maximilian Mittelstädt,3,2,2,194,1,0,0,0,1,0,0,0.03,1,1,73,56,14,2,1,61,308.94,5,1,2,0,2,1,7,3,8,2,10,48,2,1,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Defensive Midfield,8578,Per Ciljan Skjelbred,31,31,25,2806,0,6,9,0,4,0,0,0.31,2,6,1551,1318,223,5,37,1138,5429.51,61,4,22,18,109,17,24,10,68,53,165,642,17,66,39,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Defensive Midfield,40474,Jens Hegeler,15,3,0,531,12,3,1,0,13,3,0,1.26,0,1,215,180,23,0,1,157,828.82,8,4,5,5,42,4,6,1,11,12,16,122,5,16,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Defensive Midfield,11131,Julian Schieber,6,0,0,163,6,0,1,0,2,0,0,0.07,1,1,31,16,4,0,0,23,121.84,2,1,2,0,10,1,1,0,1,1,2,44,5,4,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Defensive Midfield,30439,Tolga Ciğerci,18,13,3,1065,5,10,2,0,24,8,0,1.33,2,7,664,540,89,13,28,537,2940.26,40,8,27,15,53,8,17,8,24,16,86,280,15,17,20,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Midfield,15543,Roy Beerens,2,2,0,111,0,1,1,1,1,0,0,0.02,0,1,25,18,3,3,1,34,223.03,7,1,2,1,0,0,1,1,0,0,3,17,4,2,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Center Midfield,352950,Florian Kohls,1,0,0,9,1,0,0,0,1,0,0,0.02,0,0,3,2,1,0,0,2,4.01,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Midfield,8883,Johannes van den Bergh,13,1,0,277,12,1,1,0,1,1,0,0.06,1,2,98,69,23,8,1,74,405.61,9,0,2,1,9,0,1,0,4,6,12,61,2,3,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Midfield,9721,Valentin Stocker,20,10,2,882,10,8,2,0,15,4,1,1.3,0,8,212,125,41,15,10,196,963.83,27,24,19,8,63,2,6,3,26,5,45,293,17,31,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Right Wing,5697,Genki Haraguchi,32,28,18,2622,4,10,4,0,31,13,2,2.61,3,23,778,558,92,57,14,785,6359.74,160,53,90,54,128,13,16,3,60,12,120,582,45,33,42,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Center Attacking Midfield,33459,Alexander Baumjohann,24,1,0,542,23,1,0,0,8,3,1,1.16,2,13,230,162,28,5,2,264,1804.29,36,10,23,14,15,4,0,0,6,0,39,93,34,2,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Center Attacking Midfield,8579,Vladimír Darida,31,30,18,2686,1,12,6,0,41,16,5,2.98,2,33,1710,1356,239,43,48,1295,6023.02,61,27,25,18,93,9,18,8,47,34,150,513,44,64,56,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Left Wing,8575,Salomon Kalou,32,30,10,2586,2,20,2,0,55,23,14,9.33,2,20,666,511,66,25,8,764,6451.88,148,67,81,43,115,4,10,3,46,16,101,378,78,43,42,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Center Forward,400623,Ronny Heberson Furtado de Araújo,1,0,0,34,1,0,0,0,2,1,0,0.08,0,0,10,8,2,0,1,10,72.94,1,0,0,0,3,0,0,0,1,0,1,4,2,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hertha Berlin'],Center Forward,8571,Vedad Ibišević,26,25,17,2175,1,7,5,1,61,32,10,9.92,4,17,571,392,63,7,17,461,2175.04,32,39,33,15,158,5,5,3,24,14,66,412,36,48,43,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Hoffenheim'],Goalkeeper,37972,Jens Grahl,1,1,1,93,0,0,0,0,0,0,0,0.0,0,0,25,20,12,0,0,11,34.61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,5,0,0
Germany - 1. Bundesliga,2015/2016,['Hoffenheim'],Goalkeeper,8393,Oliver Baumann,33,33,33,3123,0,0,1,0,0,0,0,0.0,0,2,1478,941,977,0,33,749,3633.75,53,0,0,0,0,0,0,0,1,0,205,1,1,0,6,0,50,337,147,0,6
